,user_id,parent_asin,title_y,weighted_rating
60184,94849,8180,Razer Gaming Mouse Bungee V3: Drag-Free Wired Mouse Support - for Esports-Level Performance - Weighted Base - Anti-Slip Feet - Classic Black,4.644338107751311
60229,6424,7105,PowerA Enhanced Wireless Controller for Nintendo Switch - Minecraft Grass Block,4.354530222568961
60237,60460,9933,"eXtremeRate Brushed Silver Decorative Trim Shell Compatible with ps5 Controller, Soft Touch DIY Replacement Clip Shell, Custom Plates Cover Compatible with ps5 Controller with Accent Rings",4.691559409955234
60246,60460,9598,YoRHa Silicone Rubber Back Dots Carving Customizing Skin Cover for PS5 Dualsense Controller x 1(BH Purple) with Pro Thumb Grips x 10,4.4547804915250575
60274,117309,7247,"Koolertron One Handed Macro Mechanical Keyboard, Portable Mini One-Handed Mechanical Gaming Keypad 23 Fully Programmable Keys ((Blue Backlit/Blue switches))",4.163177775489753
60276,49628,10348,"YIZEIJOB Silicone Cover Set Accessories for Oculus Quest 2, Quest 2 Front Shell Protector Cover, Controller Grips Cover, Lens Protective Cover, Anti-Throw Face Pad, 4PCS VR Bundle-Blue",4.337584160425386
60283,101455,10417,"AKNES 8BitDo Pro 2 Bluetooth Wireless Controller for Switch/Switch OLED with 2pcs Joycon Thumb Grip Caps,Gamepads for Steam Deck,MacOS,iOS, PC,Android & Raspberry Pi(Clear/Transparent Purple)",4.5801385302305455
60285,81484,7415,"Orzero Head Cushion Compatible for Quest VR Headset (Only Fits for Quest 1st Gen), Comfortable Protective Strap Headband (Black)",4.371189536952756
60331,18417,3424,TAKECASE Hard Shell Carrying Case - Compatible with Nintendo 3DS XL and 2DS XL - Fits 16 Game Cards and Wall Charger - Includes Removable Accessories Pouch and Extra Large Stylus Green,4.772120302478353
60335,18417,2621,amiibo Tanukichi (Animal Crossing series),4.508909378113452
60337,18417,2623,amiibo Totakeke (Animal Crossing series),4.668995171325492
60371,19169,6216,Nintendo Neon Purple/Neon Orange Joy-Con (L-R) - Switch (Japan Import),4.769898715372863
60379,101529,7544,"Keychron K6 68-Key Wireless Bluetooth/USB Wired Gaming Mechanical Keyboard, Compact 65% Layout RGB LED Backlit N-Key Rollover Aluminum Frame for Mac Windows, Gateron G Pro Red Switch",4.43612934745711
60406,37842,10621,"Red & White Hard Shell Carrying Case For Nintendo Switch/Switch OLED, Large Deluxe Waterproof Travel Bag Fits Switch Console & Full Set Accessories, with Removable Shoulder Strap & 21 game slot.",4.707542584604113
60407,37842,7190,LEYUS Grip for Nintendo Switch N OLED 2021/UPGRADED-Latest Version(Trigger flexibly) Extra-Large Size Joycon Switch Remote Joystick Mario Kart Holder Pack of 2(Grey),4.629567807038795
60420,74617,939,Motorstorm Apocalypse,4.343961257699932
60427,107684,9727,"Vanjunn Ultra Slim Tempered Glass for Nintendo Switch(2 Pack), 0.18mm Screen Protector Dockable with Case HD Clear Cover Film for Nintendo Switch with Anti-Scratch Design(fit dockable case)…",4.545779123240404
60446,67282,5197,"Type C to HDMI Digital AV Multiport Adapter,Portable Nintendo Switch Dock,PD Charger USB c to Hdmi hub for Nintendo Switch,MacBook Pro,Samsung Dex Mode S21/S20/10/9 Note20 Travel TV Docking Station",4.353021054367288
60460,44800,1717,3500 SMITE Gems - PC ONLY [Download],4.219200061812067
60494,42972,9358,Stardew Valley (Nintendo Switch),4.741498184063665
60496,51437,9385,Fortnite Minty Legends Pack(code in Box),4.2197853144336746
60517,94591,7007,Sony Dualshock 4 Back Button Controller Attachment (PS4),4.55936785867384
60523,116831,6132,Dragon Ball Z: Kakarot (PS4),4.637665626015618
60524,116831,4400,Call of Duty®: Black Ops 4 with 2 Hours of 2XP + an Exclusive Calling Card (Exclusive to Amazon.co.uk) (PS4),4.297780165348355
60527,24163,6355,HEYSTOP Switch Lite Case,4.4856009170509505
60540,90885,9870,"Pink Gaming Headset with Microphone, Cat Ear Headphones with 50mm Drivers Surround Sound, Over-Ear Gaming Headphones with LED Light, Compatible with PC, PS4, PS5, Xbox One, Switch, Laptop, Cellphone",4.225698167023048
60582,77792,538,Resident Evil - Gamecube,4.542656540808826
60585,112226,6431,"Wireless Controller for Xbox 360, Wireless Controller Remote 2.4GHz Game Controller Gamepad Joystick for Xbox/Slim 360 PC Windows 7/8/10 (Black)",4.370902960728811
60587,49264,9483,Razer Universal Quick Charging Stand for Xbox Series X|S: Magnetic Secure Charging - Perfectly Matches Xbox Wireless Controllers - USB Powered - Carbon Black (Controller Sold Separately),4.665883332872939
60591,4915,7331,"Large RGB Gaming Mouse Pad - Soft Non-Slip Rubber Base Led Mousepad, Thick Computer Keyboard Mice Mat for MacBook, PC, Laptop, Desk(31.5 x 11.8 x 0.15In)",4.5282246605316345
60595,4915,6552,"Switch Accessories Kit 13in 1 for Nintendo Switch Lite with Hard Cover Case, Screen Protector Tempered Glass, Switch Joystick Caps Cleaning Wipe, Cleaning Cloth",4.228541368480917
60628,113567,5459,The Matrix Trilogy: Complete Collection (The Matrix / The Matrix Reloaded / The Matrix Revolutions),4.593415462474816
60655,267,1022,Generic Blue Nunchuck Controller for Nintendo Wii Video Game,4.28295791216506
60687,1023,10126,"MOOGOLE PS4 Controller Wireless, with USB Cable/1000mAh Battery/Dual Vibration/6-Axis Motion Control/3.5mm Audio Jack/Multi Touch Pad/Share Button, PS4 Controller Compatible with PS4/Slim/Pro/PC",4.292576040486904
60692,18260,9498,"RedThunder 60% Wired Mechanical Gaming Keyboard, 61 Keys Ultra-Compact Keyboard, PBT Keycaps, RGB Backlight for PC (Brown Switch, White)",4.28295791216506
60705,50937,2674,Odin Sphere Leifthrasir: Storybook Edition - PlayStation 4 Storybook Edition,4.43300567303258
60724,53489,5954,havit Keycaps 60 87 104 Double Shot Backlit PBT Pudding Keycap Set with Puller for DIY Cherry MX RGB Mechanical Keyboard (Black),4.384978317281427
60725,91774,9717,Turnip Boy Commits Tax Evasion - Nintendo Switch,4.4752851615942735
60746,62250,8678,"New Alienware Low-Profile RGB Gaming Keyboard AW510K Light, Alienfx Per Key RGB Lighting, Media Controls and USB Passthrough, Cherry MX Low Profile Red Switches, Lunar light",4.543536537784169
60754,94211,10646,"PXN Racing Wheel - Gaming Steering Wheel for PC, V3II 180 Degree Driving Wheel Volante PC Universal Usb Car Racing with Pedal for PS4, PC, Xbox One, Xbox Series S/X, PS3",4.293721810136916
60757,125327,2437,"Masione LED USB Gaming Wired Keyboard with 7 Adjustable Colorful Backlights, VMJ-05",4.284329373059428
60789,98976,9029,Iofeiwak Carrying Case for HORI Split Pad Pro Hard Shell Case for Nintendo Switch Split Pad Pro & Binbok & NexiGo Joy Pad Controllers - Support 20 Game Slots / Button Protection/ Large Capacity,4.635365579290275
60798,80322,8571,havit RGB Gaming Headphone Stand Desk Dual Headset Hanger Base with Phone Holder & 2 USB Ports for Desktop PC Game Earphone Accessories,4.670736749953776
60799,64466,6437,"Razer Kraken X Ultralight Gaming Headset: 7.1 Surround Sound Capable - Lightweight Frame - Bendable Cardioid Microphone - For PC, Xbox, PS4, Nintendo Switch - Black (Renewed)",4.29269924079843
60803,106330,7953,Power Rangers: Battle for the Grid Collector's Edition (PS4) - PlayStation 4,4.517650125785531
60805,106330,7874,My Universe - Cooking Star Restaurant (PS4) - PlayStation 4,4.449346905727
60806,106330,9718,NASCAR HEAT Ultimate Edition+ - Nintendo Switch,4.538390442478039
60807,106330,10773,"Zakgbxbig Controller for Switch, Wireless Pro Controller for Switch Lite, Controller for Switch Remote Gamepad Joystick, Turbo and Dual Vibration (Black)",4.572317594246611
60853,122771,2997,HDE PSX PS2 USB Dual Controller to PC Adapter Converter,3.7502278079171716
60885,32922,7915,"Game Controller for PC PS3,wired PS3 Controller for Windows 7 /8 /8.1 /10/ Laptop, TV Box playstation 3 USB Steam Gamepad joystick Joypad with Dual Vibration feedback Turbo Trigger",4.228300513050699
60897,8983,9822,PC Game Pass: 3 Month Membership [Digital Code],4.376358655592159
60920,78094,5338,"GameSir T4W Wired Game Controller Joystick for PC Windows 10/8/7 Dual Shock Gamepad, USB Gamepad with LED Backlight Joystick Vibration Feedback,Semi-Transparent Design",4.0462489480844415
60942,100664,3646,"Surge Grip Kit, Joy-Con & Thumb Grips - Red - Nintendo Switch",4.431641139440583
60958,55603,5308,steelseries Arctis 5 RGB Illuminated Gaming Headset (Renewed),4.351569166422789
60985,8090,10750,"VEGCOO Wireless Gaming Mouse, C8 Silent Click Wireless Rechargeable Mouse with Colorful LED Lights and 3 Level DPI 400mah Lithium Battery for Laptop and Computer (C9sBK)",4.21486090456355
61021,31211,5428,Glorious Gaming Mouse Bungee - Flexible Mouse Cable Management - Gaming Mouse Accessory (White),4.634050761329113
61101,19685,2546,Nyko Type Pad - Chat Pad Message Keyboard with Glow in the Dark Keys and 3.5mm Jack for Xbox One Wireless Controller,3.9985545104276765
61127,78816,6886,TOMSIN LCD Screen and Digitizer Touch Screen Replacement Parts for Nintendo Switch (HAC-001),4.230258142524882
61130,78816,5965,"SteelSeries Stratus Duo Wireless Gaming Controller – Made for Android, Windows, and VR – Dual-Wireless Connectivity – High-Performance Materials – Supports Fortnite Mobile (Renewed)",4.156592469901245
61131,78816,9049,"E-YOOSO Mechanical Keyboard, K-662 Wired Mechanical Gaming Keyboard with Blue Switches, 104 Keys Full Size, Wrist Rest, Rainbow Backlit, RGB Sidelight, Ergonomic Black Clicky Keyboard for Windows, PC",4.380350051401275
61133,115587,2989,American Truck Simulator - PC,4.231051951819516
61158,63560,6650,KontrolFreek Performance Grips XT for Playstation 4 | Extra-Thin Grips | Black (Extra-Thin),4.432008660196278
61227,94077,8343,"iovroigo Upgrade Adjustable Halo Head Strap, Suitable for Oculus Quest 2 VR Head Straps Increase Supporting Force and Improve Comfort-Virtual Reality Accessories",4.413479663374056
61246,15396,10746,"PowerA MOGA Mobile Clip 2.0 for Xbox Controllers, Phone, Cloud Gaming, Android - Xbox Series X",4.381344245229187
61257,126373,3740,PDP Gaming Wired Controller: Revenant Blue - Xbox,4.108457190455792
61260,126373,3040,"Gaming Headset,DLAND 3.5mm Wired Bass Stereo Noise Isolation Gaming Headphones with Mic for Laptop Computer, Cellphone, PS4 and so on- Volume Control (Black and Red)",3.8689900627755223
61279,34051,8581,"Ferkurn Thumb Grip Cap Joystick Cap for Switch, Switch OLED & Switch Lite Joystick, Kawaii Joycon Grip Button Cap Stick Cover Switch Controller 3D Analog Comfort Ergonomic Kit Accessories Part",4.346749593178455
61299,54432,6813,"Monzlteck New Controller Holder Wall Mount for Xbox One,Series X/S Controller,Switch Pro Controller(Pair)",4.638763287785221
61309,100876,5439,"LevelHike HDMI Cable for Playstation 2 & Playstation 1 Console (PS2 & PS1), PS1/PS2 to HDMI Adapter with True RGB Signal Output (100% Improved Video Quality), HD Converter with 4:3/16:9 Switch",4.474528924061445
61316,60748,4143,Dell - Visor Virtual Reality Headset and Controllers for Compatible Windows PCs,4.027180467452525
61365,29747,9386,Fortnite Minty Legends Pack - PlayStation 5,4.508385842163078
61403,21455,3298,Flexible Silicone Protective Case skin For Xbox One Game Controller Console(Purple),4.1206910542023625
61441,103956,4528,Go Vacation (Nintendo Switch),4.437855581309621
61475,118606,10631,nextec Xbox 360 Fat (320 GB) Hard Disk Drive HDD for Microsoft Xbox 360 Console (Fat Console Only/Not Slim),4.356727480058232
61519,8995,4460,"The perseids Kinect Adapter for Xbox One, Xbox One Power Supply Brick, AC Adapter Replacement Charger Power Cord Cable (Black)",4.417880589587712
61522,41556,5948,"Cakce RGB One Handed Mechanical Gaming Keyboard,Colorful Backlit Professional Gaming Keyboard with Wrist Rest Support,USB Wired Single Hand Mechanical Keyboard for Game",4.374414964885742
61612,30205,8495,"Wireless Game Controller for PC, PS3, Android Phones, Tablets, TV Box, Steam - 2.4G Remote Gamepad Joystick with Dual Vibration, Plug and Play",4.016552141489834
61664,84679,345,Super Monkey Ball: Banana Blitz,4.230077226874509
61695,70500,3831,Titanfall 2: Ultimate Edition - Xbox One [Digital Code],4.498419646684601
61696,70500,9268,"[21 in 1] Benazcap Accessories Kit Compatible with Nintendo Switch OLED, Travel Accessory Bundle with Carry Case Screen Protector Joy-con Grips & More",4.417969367328699
61698,70500,8910,Console Cooling Fan Compatible for Xbox Series X USB External Cooler Turbo Temperature Control Fan Console Cooling System for Xbox Series X,4.0200916267147795
61700,70500,9500,"G-STORY Case Storage Bag for Xbox Series X Console Carrying Case, Travel Bag for Xbox Controllers Xbox Games and Gaming Accessories, Included Silicone Cover Skin Protector",4.603131346799894
61715,104491,9767,"OAPRIRE Universal 3 Tier Controller Stand and Headset Stand for Xbox ONE X Switch PS4 PS5 PC, Controller Holder Gaming Accessories, Build Your Game Fortresses (Clear)",4.524052408527103
61730,20363,5927,PS4 Controller Silicone Skins - Anti-Slip PS4 Grip Controller Covers - Protector Accessories for PS4 Slim/Pro - 2 Pack PS4 Controller Cases - 4 Pairs Thumb Grips for PS4 - Camo Green & Camo Red,4.359334258367976
61733,28545,8897,"MENEEA Wireless Controller Keyboard for PS5, Bluetooth 3.0 Mini Portable Gamepad Chatpad with Built-in Speaker & 3.5MM Audio Jack for Playstation 5 Voice Chat Board for Messaging and Gaming Live Chat",4.074642116041745
61735,28545,5326,Onyehn 4pcs Analog 3D Joystick Thumbstick Replacement Parts with Screwdriver Repair Kits fit for Sony Playstation 4 PS4 Controllers,4.14325449359257
61741,29369,4997,"Redragon S101-BB PC Gaming Keyboard Mouse Combo RGB LED Backlit Wired with Macro & Multimedia Keys, 8 Buttons RGB Backlit Mouse 7200 DPI for Windows Computer Gamers (Gaming Mouse and Keyboard Set)",4.48762673414484
61750,48678,9778,Keychron C2 Full Size 104 Keys Wired Mechanical Gaming Keyboard for Mac Layout with Gateron G Pro Brown Switch/White LED Backlight/Double Shot ABS Keycaps/USB C Computer Keyboard for Windows Laptop,4.438263365485827
61751,48678,9769,"Keychron C2 Full Size Wired Mechanical Keyboard for Mac, Hot-swappable, Gateron G Pro Brown Switch, White Backlight, 104 Keys ABS keycaps Gaming Keyboard for Windows,Type-C Braid Cable",4.434033330429303
61767,108850,3828,"YOSH Joycon Grip Compatible with Nintendo Switch, Enlarge Ergonomic Design Nintendo Switch Grip Handle Kits 2 Packs for Father’s Day Gift",4.479060162308348
61791,107353,10642,"Logitech G715 Wireless Mechanical Gaming Keyboard with LIGHTSYNC RGB, LIGHTSPEED, Clicky Switches (GX Blue), and Keyboard Palm Rest, PC/Mac Compatible - White Mist",4.530244738809522
61795,116069,6379,"AC Power Cord Cable Fit for Xbox One S, Xbox One X, Xbox Series X/S Replacement - (ETL Listed Cable)",4.623895148339187
61849,11327,7285,Jump Force: Deluxe Edition (Nintendo Switch),4.521827293318149
61853,73253,3416,Thrustmaster T150 Pro USB Racing Wheel (PS4/PS3 and PC) works with PS5 games,4.36708301933912
61864,90042,8977,Geekshare Cat Paw Case Compatible with Nintendo Switch Lite- Portable Hardshell Slim Travel Carrying Case fit Switch Lite & Game Accessories - A Removable Wrist Strap (Purple),4.636150300075354
61886,60522,5869,"Rechargeable Keyboard and Mouse,Suspended Keycap Mechanical Feel Backlit Gaming Keyboard Mice Combo,Wireless 2.4G Drive Free,Adjustable Breathing Lamp,Anti-ghosting,4800 mAh Battery for Laptop Pc Mac",4.032630591458125
61904,49545,8494,"Aokin USB Sensor Bar for Wii, Replacement USB Wired Infrared Ray Sensor Bar for Nintendo Wii, Wii U, Includes Clear Stand, Silver/Black",4.382903803671368
61914,20341,9980,"CHOCNHOW Gaming Keyboard and Mouse Wired RGB LED Backlit Keyboard&Mouse 3200DPI Compatible with PC,Laptop,Xbox,Ps4 Game(87key,Wired)",4.344032735687559
61961,95574,8963,"Sony Playstation 3 160GB CECH-3001A, Console Only (Renewed)",4.332286519720752
61965,75971,9368,Call of Duty: Vanguard - Cross-Gen Bundle - Xbox [Digital Code],4.347825998548212
61991,91110,9850,"CHONCHOW Ergonomic LED Rainbow Keyboard for Game and Work, USB Wired Light Up Backlit Gaming Keyboard with Wrist Rest, 104 Key Quiet RGB Keyboard for PC Xbox PS4 PS5 Laptop",4.293924125206673
62066,61210,10362,Cooler MasterMechanical Gaming PC Keyboard,4.4562156172989305
62070,116098,7846,Beastron Mario Kart Racing Wheel 2 Pack White,4.468280420975637
62073,119468,3087,QUMOX 2.4GHz Wireless Gamepad Joystick Joypad Game Controller for PC (Doesn't Support win10),4.009034427022579
62077,52130,8367,Oyen Digital 2TB 5400RPM Hard Drive Upgrade Kit - Sony PlayStation 4 (PS4) - PlayStation 4,4.441820622843177
62079,101240,9069,"Nintendo Switch Case OLED Model 2021, Carry Case for Nintendo Switch for Women Girls-Travel Storage Bag Shockproof Hard Shell Case with 16 Game Card Slot for Nintendo Console Joy-Con&Accessories",4.558597843790796
62116,85824,9508,"Punkston TH61 60% Mechanical Gaming Keyboard,RGB Backlit Wired Ultra-Compact Mini Mechanical Keyboard Full Keys Programmable White (Optical Brown Switch)",4.551645748444216
62125,124686,9604,"Linkstyle Upgraded Vertical Cooling Fan for Xbox Series X, USB Powered Cooling Stand Cooling System Accessories with RGB Color LED Light Dual Fans and External USB Port Only for Xbox Series X Console",4.107986732707377
62138,7444,6323,"Grip for Nintendo Switch Lite, Comfortable & Ergonomic Asymmetrical Hand Grip with Upgraded Adjustable Stand and 4 Game Slots for Nintendo Switch Lite by OIVO- Thump Caps Included (Lite Rider)",4.558903491344398
62150,85217,7469,"Unionup Switch Stand for Nintendo, Animal Crossing Swicth Stand, Adjustable Switch Lite Compact Stand for Nintendo Swicth Accessories",4.526668729589897
62173,18938,9557,Descenders - PlayStation 4,4.4676339445141675
62174,113200,9387,"Switch VR Headset Compatible with Nintendo Switch & OLED, Upgraded with Adjustable HD Lenses, Virtual Reality Glasses for Original Nintendo Switch & Switch OLED Model, Switch VR Kit, Switch 3D Goggles",3.640219221584748
62185,124229,10550,"HROEENOI USB Headset, PC Headset with Noise Cancelling Microphone for Laptop, Wired in-Line Controls Headphones with Volume & Mic Mute for Zoom, Skype, Office, Call Center, Home",4.049050533398861
62192,78068,3639,eLUUGIE 2 Packs Replacement 2 Packs Black Bumpers LB RB +T8 Screwdriver T6 Screwdriver for Xbox one Controller with 3.5mm Xbox One Elite Controller Repair parts xbox one elite controller part,4.283479366869328
62198,58266,8799,"5 Port USB Hub for PS5, Megadream High-Speed Expansion Hub Charger Splitter Adapter with 4 USB + 1 USB Charging Port + 1 Type C Port, Compatible with Playstation 5 Dualsence Game Console",4.292912687815661
62199,58266,10229,"Switch Games Organizer Station with Controller Charger, Charging Dock for Nintendo Switch & OLED Joycons, Kytok Switch Storage and Organizer for Games, TV Dock, Pro Controller, Accessories Kit Storage",4.544220095542423
62231,73100,9515,TV Dock for Nintendo Switch,4.159431772838137
62245,120317,10336,"SIKEMAY PS5 Cover Plates for Playstation 5 Console Disc Edition, PS5 Accessories Face Plates Side Shell with Cooling Fan Vents, Hard Shockproof Protective Custom Dust Skin Covers Case (Plating Gold)",4.487418943433202
62271,78253,10012,"PlayVital Full Set Protective Skin Decal for Steam Deck, Custom Stickers Vinyl Cover for Steam Deck Handheld Gaming PC - Psychedelic Pink",3.9519196561836374
62293,107409,8239,SOULCALIBUR VI: Standard Edition - Xbox One,4.5107706077576895
62312,73569,1937,Tomee Screen Protector for 2DS,4.221636198687147
62324,96128,9804,"eXtremeRate Soft Touch Mint Green Joycon Handheld Controller Housing (D-Pad Version) w/Full Buttons, DIY Replacement Shell Case for Nintendo Switch & Switch OLED Joy-Con – Console Shell NOT Included",4.455678542511125
62341,90803,5529,"AVerMedia Live Gamer Portable 2, Full HD 1080p60 Recording Without PC Directly to SD Card, Ultra Low Latency, H.264 Hardware Encoding, USB Game Capture, Record, Stream, Plug & Play, Party Chat, XBOX, Playstation, Nintendo Switch (GC510)",4.1111969204681085
62347,51439,5778,"CONNYAM Wireless Controller for PS2, 2.4G Dual Vibration Game Controller Remote for PlayStation 2 PS2",4.210458245727155
62356,102824,8794,Brandtrendy Nintendo Switch Game Holder Game Disk Rack and Controller Organizer Compatible with Nintendo Switch and Accessories Video Games - Game Storage Tower for Nintendo Switch,4.287282296337309
62357,102824,7476,"Skywin Charging Station Compatible with PS4 VR Headset - PSVR Charging Stand with Game Disc Rack, Headset and Console Stand, Cooling Fan, Controller Charger and USB Hub - Multipurpose VR Stand",4.359596376407962
62370,92609,5267,Sony PlayStation 2 Console - Black (Renewed),4.292414856180745
62371,92609,8621,"6Ft AV Cable for PS2 PS1 PS3, AV to RCA Composite Audio Video TV Cord Compatible with Playstation 1 2 3",4.443200094155591
62373,76598,3823,ASTRO Gaming A10 Gaming headset - Call of Duty,4.217949745565608
62387,54958,7429,"ButterFox Grip Carry Case for Hori Nintendo Switch Split Pad Pro Controller, Compatible with Nintendo Switch OLED Model",4.714827385916276
62412,8428,6851,Overcooked! + Overcooked! 2,4.487156553116157
62416,30641,8894,Xbox Core Controller - Carbon Black (Renewed),4.3595218309769805
62432,70015,10643,"Razer Barracuda X Wireless Gaming & Mobile Headset (PC, Playstation, Switch, Android, iOS): 2022 Model - 2.4GHz Wireless + Bluetooth - Lightweight 250g - 40mm Drivers - 50 Hour Battery - Black",4.215407094011521
62448,51636,8908,"VersionTECH. Gaming Earbuds Wired with Dual Microphone, in-Ear Gaming Headset Earphones for PS5 PS4, Xbox One, Nintendo Switch, Xbox Series X|S, Playstation 4 5, Mobile Gaming 3.5MM Jack Headphones",4.224719489900549
62451,51636,9482,Venom Multi-Colour LED Light-up Console Stand (Xbox Series X),4.468131736572468
62496,65470,8392,"PHOINIKAS PS4 Gaming Headset for Xbox One, PS5, PC, G2000 Wired Over Ear Headphones with Detachable Noise Cancelling Mic, Bluetooth Wireless Earphones for Phone, One-Click 7.1 Sound, Up to 12h (Red)",3.7474090790681354
62519,125224,3665,Skyrim VR - (PS4),4.4547804915250575
62524,94176,4831,2 Pack of Replacement Battery Back Door Cover Shell for Nintendo Wii Remote Controller (White),4.583628672861104
62525,94176,7824,ECRAB Wii Remote Controller (2 Pack) with Motion Plus Compatible with Wii and Wii U Console Wii Remote Controller with Shock Function (Black+Blue),4.218946953652586
62532,43459,3109,Assassins Creed The Ezio Collection (Xbox One),4.700475775784045
62542,48962,10454,Amiibo - Sephiroth - Super Smash Bros. Series,4.541407783196198
62543,48962,4496,9CDeer 1 Piece of Studded Protective Silicone Cover Skin Sleeve Case + 8 Thumb Grips Analog Caps for Xbox One/S/X Controller Camouflage Blue Compatible with Official Stereo Headset Adapter,4.462155443780073
62558,8341,7842,"HEYSTOP Case Compatible with Nintendo Switch Case Screen Protector,TPU Protective Heavy Duty Cover Case for Nintendo Switch with Shock Absorption and Anti-Scratch",4.472397840952727
62574,81681,1908,Retro Link GameCube Style USB Wired Controller,4.159431772838137
62576,13523,7025,"Switch Dock for Nintendo Switch/Switch OLED,Switch Docking Station Replacement for Official Nintendo Switch Dock,Travel Switch TV Dock 4K HDMI USB 3.0 Ports,Nintendo Switch Accessories",4.209782044131768
62595,100947,7631,"MageGee Gaming Keyboard and Mouse Combo, True RGB Backlit Membrane Office Keyboard, 104 Keys Metal Panel USB Quiet Wired Keyboard for Windows Laptop PC - Pink",4.473826508513505
62602,67790,9650,"TAACOO Battery Pack for Quest 2 | Accessories for Quest 2 Headset, Lightweight and Portable VR Extended Power Compatible with Quest 2 Original Strap and Elite Strap",4.353221391022437
62622,43531,6876,HORI Nintendo Switch Fighting Stick Mini - Street Fighter II™ Edition (Chun-Li & Cammy) Officially Licensed by Nintendo & Capcom,4.333818498912589
62634,22171,4251,PowerA Compact Metal Stand for Nintendo Switch - Super Mario,4.7187336476496675
62650,95666,9732,Skull & Co. NeoGrip: an Ergonomic Grip Hard Shell with Replaceable Grips [to fit All Hands Sizes] for Nintendo Switch OLED and Regular Model [No Carrying Case] - Neon Blue(L)+Neon Red(R),4.430258883068977
62689,43791,7452,Lizard Skins DSP Controller Grip for PS4 Controllers – PS4 Gaming Grip - Playstation 4 Compatible Grip 0.5mm Thickness - PRE Cut Pieces - Easy to Install – 10 Colors (Neon),4.353171467213498
62690,43791,7718,Yanfider Vertical Stand for PS4 Built-in Cooling Vents and Non-Slip Feet Steady Base Mount for Sony Playstation 4 Game Console(Not for PS4 Pro/Slim),4.288085922546687
62709,14393,5615,Arcade Spinner for Arcade1Up,4.537161425819612
62764,68202,1505,"Skullcandy SLYR Gaming Headset, Blue (SMSLFY-012)",4.102089399003697
62776,40180,3016,Lenink USB Power Charger Cable and 3.5MM Headphone Earphone Jack Adapter Cord Compatible with NDS Game boy Advance GBA SP,4.408359498525418
62800,105519,8260,"Headphone Stand Hanger,Universal Aluminum Metal Headphone Holder for AirPods Max,HyperX Cloud II,Xbox One,Turtle Beach,Sennheiser,Sony,Bose,Beats PC Gaming Headset Display&Wireless Headphone(White)",4.419449750296227
62809,47721,4187,"[New Version] 4 Pack Joycon Joystick Replacement 3D Joystick Analog Left/Right Thumb Sticks Sensor Caps for Nintendo Switch Joy Con Controller, Joycon Repair Kit, NS Repair Tool 33 PCS",4.285975991474672
62813,106363,4539,OSTENT 3.7V 1500mAh Li-ion Polymer Lithium Ion Rechargeable Battery Pack Replacement for Nintendo Wii U Gamepad,4.217110259165857
62870,100584,2769,Nintendo Switch Lite Hybrid System Armor (Gray) by HORI - Officially Licensed by Nintendo,4.698596852377019
62878,10230,6966,"GeekShare Cute Plug Bunny Carrying Case Compatible with Nintendo Switch, Protective Travel System Case with 18 Game-Card Slots for Switch Console, Pro Controller, Dock and Accessories",4.6293164496316255
62881,109309,5100,"Redragon M719 Invader Wired Optical Gaming Mouse, 7 Programmable Buttons, RGB Backlit, 10,000 DPI, Ergonomic PC Computer Gaming Mice with Fire Button",4.358131359521991
62887,109309,6255,"DREVO Gramr 84 Key Rainbow Backlit Mechanical Gaming Keyboard USB Wired 75% TKL Keyboard Red Switch, White",4.210271396007681
62906,116782,3669,Nintendo Kirby: Star Allies (Nintendo Switch) - Switch,4.7394581418735635
62908,116546,2516,Super Mario Bros. 3 - 3DS [Digital Code],4.221203018734506
62953,3149,3816,"FASTSNAIL HDMI Type C Hub Adapter for Switch, HDMI Converter Dock Cable for Switch (Black)",3.913156352008439
63022,14249,6328,"DREVO Calibur V2 TE Cherry MX Blue RGB 60% Wired Mechanical Gaming Keyboard Work for PC/Mac, 71-Key Small Compact US Layout White",4.37757877607514
63041,64440,10437,"Controller Charger for Switch, Charging Dock for Switch 4 Joy-Cons, 4 Pro Controllers and 2 Poke Ball Plus Controllers, Storage Rack for Switch, Holder for 8 Switch Games",4.172090822654283
63060,72027,1293,4GB PlayStation Vita Memory Card,4.23062658261651
63102,73143,8301,VR Cover Halo Controller Protector Set for Meta Quest 2 (Light Grey),4.58710384566509
63115,77368,9068,"MageGee Typewriter Mechanical Gaming Keyboard, Retro Punk Round Keycap LED Backlit USB Wired Keyboards for Game and Office, for Windows Laptop PC Mac - Blue Switches/White",4.444975826525777
63165,4458,10387,"GuliKit KingKong 2 Pro Wireless Controller for Switch/Andriod/IOS/PC/MacOS,Bluetooth Game Controller with Hall Effect Sensing Joystick,No Drifting No Deadzone,FPS Model,Auto Pilot Gaming,Vibration（White）",4.130623703073054
63179,38194,6723,Xbox one Battery Pack Rechargeable - 2 Pack 1200mAh Lithium ion play and charge kit for Xbox Series X|S and Xbox one/Xbox Ones/Xbox X Wireless Controller Allow You Check The Battery Status by ipremium,4.357399674542764
63202,8321,5015,eXtremeRate Shadow Red Soft Touch Front Housing Shell Faceplate Replacement Parts Side Rails Panel for Xbox One Standard Controller W/3.5 mm,4.138954906411843
63226,117197,6145,Deal4GO Replacement Type-C Charging Port USB-C Charger Socket for Nintendo Switch Console,4.290973909406571
